teks;label
ac kamar tidak setting  baik orang tidak -  moga depan ;0
ok sayang palangka mati lampu  kamar kadang gelap  hrsnya lampu emergensi kamar ;0
nama tunggu reseptionis nya x ganti kamar kamar salah room kamar tv rusak  kamar sih bekas makan tidak bawa kluar sebab ac kamar bau;0
kamar jorok  pengap  karpet bau  wc-nya jorok  seprai tidak ganti beres  kecewa ;0
kualitas buruk ruang bau rokok kuat  untung  staf  kamar tingkat  bau tidak buruk ;0
senang  lokasi strategis  pusat kuliner jalan sabang  kurang lorong selasar kamar gelap  tidak lampu rang  channel tv variatif  tambah tombol remote tv-nya keras  nyaman pakai ;0
nice  kamar pakai acnya bocor  netes lantai  perhati ;0
toilet bau pesing menu sarap standar nasi goreng bubur ayam tidak makan siang sederhana;0
air panas mandi panas air shower  lantai  hubung resepsionis jam  tidak tidur berisik lantai  sarap jam  pagi menu habis  pas tugas habis ;0
konfirm receptionis check out jam  breakfast kemas check tugas receptionisnya tidak breakfast take away  lebih oke ;0
urus bisnis roxy  inap dilosari  jeda istirahat  jalan sebentar belanja  tenaga tidak habis ;0
hotel tidak bintang  kasur bantal nya nyaman  hotel  tp kemarin kamar deluxe connecting nya tamu belah kamar berisik banget jam malam  tidak istirahat  anak ganggu  sarap nya lumayan enak ;0
pool-nya aja  tp udah tidak apa in  but we will back soon ;0
tv chanel aja  pegawai ramah  kamar pengap  kuliner  mukim  ramai ;0
cek in tgl agustus jam  masuk room taruh tas laptop menit sj dan urus kerja area manado  hotel jam malam masuk room hotel cium aroma tidak sedap bau asam  cek lemari tumpu piring kotor bekas makan ering  wow  gila hotel  hub receptionis room by phone service room tidak angkat x receptionisnya loh area abai  buruk nih hotel  kunjung kerja manado inap hotel  tp dpt  buruk  saran manager ownernya review kualitas servicenya  thanks ;0
masuk management hotel perhati penting tamu makan pagi saji jam    bukan jam   tidak tamu giat siang  jam  beraktifitas ;0
kolam renang kotor  jarang kuras bersih  akses wifi internet tidak kamar  orang pake wifi kamar lobby ;0
selimut noda risih pakai selimut noda kesan tidak cuci  tidak kedap suara  suara lorong terderngar kamar  kamar bagus  bersih  luas sarap oke;0
jakarta jam  check in khawatir check in tidak atur check-in jam eh pas nyampe kamar langsung masuk  breakfast menu nya agam tapiiji tidak sambelnya  urus inap;0
langgan el hotel ttapi kemaren kecewa view kaya hutan view kolam renang  gelas kumur wastafel gak  selimut kasur noda kuning  mohon dperhatikan  thanks ;0
kolam  pas renang malem gaada terang  lampu tidak nyala  gatau lgi rusak  sarap aja  harga hotel segitu  variasi  hair dryer dlu  jd fasilitas ;0
ac tidak dingin  kecewa kolam renang tidak pakai  resepsionis bilang  pas kolam renang  tutup ;0
lokasi hotel bagus  view bagus  fasilitas kamar cottage  water heater tidak fungsi  kamar bocor  lampu tidak nyala  kamar mandi gelap  lampu teras mati tidak ganti  pulang malam gelap gulita;0
kamar sempit  toilet kamar sempit  tidak selimut  tv  wifi  buka gerbang susah gembok kunci;0
sempit   udara bau  kamar mandi banget sulit mandi buang air  tidak air panas  bilang kost-an elite  wifi kenceng  ac dingin  dapur nya  hehe  inap malam   kamar tidak sih hotel  malam berisik banget  suara org jalan pake heels tangga  ganggu ;0
hotel sesuai budget yah  parkir banget parkir keluar ribet banget  deket -  kamar family tidak jendela lampu gelap dinyalain  gelap pnya anak pengap tidak jendela ;0
murah banget  tempat nyaman banget  jadi pulang beli nasgor jam  pagar kunci  gedor kunci pagar kunci kamar  recommended banget ;0
el hotel suasana kamar buruk asap rokok cium esok hari  wifi hotel sinyal buruk  tidak cocok inap keluarga toilet shower bocor  tissu toilet  salur tv channel tidak  kolam renang tidak bersih  layan tidak ramah inap tidak rekomendasi;0
sih  standart  sayang tidak jendela tidak tau cuaca ;0
istri tinggal hp kamar  tugas hubung esok ambil  hp simpan  terima kasih dream tell;0
air kamar mandi banget  mandi butuh  bawa bayi umur susah mandi;0
well  booking tidur semalem aja sih  tidak tuntut  sedih aja  pas buka kamar  bau sedap gitu  hair dryer tidak nyala  air panas tidak fungsi  sawang gantung baju  stay tidak jam  tidak komplain ;0
 rombong room  tamu  tamu complain kamar bau  pindah room  ac salah room tidak hasil baik ganti room kasih room tukar tamu  bau      inap malam  kali breakfast habis makan meja kursi tidak penuh   ;0
kecewa hotel harga range ribu nama dengung dengung  aplikasi mengkalim ruang ac kipas  real nya pake kipas rubah  istri asam lambung kumat order makan malam jam  sd jam  malam tidak mudah layan bilang order tidak masuk resto  jam tunggu istri sakit ulah layan ;0
muas  masuk variasi breakfast maintenance  ac kamar mati  ;0
room service tidak profesional tidak ramah tamu  dengar  pesan ulang kali dengar  makan oke kamar tidak kedap suara ;0
muas  kamar mandi  menu sarap variasi tidak kecewa  tingkat layan breakfast lambat isi ulang makan tamu tunggu;0
air genang wastafel  channel sepakbola liga eropa ;0
fasilitas golong lengkap budget hotel  kamar safety box kulkas muka perabot lekang;0
ac nya panas  ganggu tidak betah kamar rena ac ny tidak dingin;0
 ngga ngerasain makan  pagi jam bandara booking hotel breakfast ;0
lorong kamar gelap  aneh  putus owner  malam pindah  takut ;0
view keren  sayang jalan akses hotel malam gelap gulita ekstrem  sm kemarin kurang mood mbak jaga sarap  trims;0
spreinya gatal  ganti tidak tidak extend malam  kotor bawah kasur sampah botol ;0
nikmat tinggal hotel roxy losaru tinggal;0
handuk habis peak season lebaran  kasih sore lubang  ;0
great service  lokasi kota akses mana  kamar nyaman  breakfast ada  recommended teman libur bandung low or middle budget;0
kecewa jujur salah tidak sengaja tinggal modem andromax kamar hotel bantu manajeman cari dr hotel tidak bantu  tidak konfirmasi ulang andromax temu hilang  dr hotel  ac tidak fungsi  bersih buruk  rayap  handuk hotel jelek bau;0
libur keluarga lebaran kemarin  bersih kamar jaga  lantai debu  selimut noda tamu tidak ganti  ac dingin  selang toilet bocor ;0
lantai kamar kasar debu  alat kamar mandi  kloset  barang rekondisi titik air bocor genang menu makan tidak variatif batas;0
tidak sesuai gambar  lorong kamar gelap sepi kes horor  atap kamar mandi bolong  lampu mati  dinding kotor  kasur bantal keras  hotel baharu ;0
hotel nyaman istirahat  fasilitas pada  aneh pintu masuk lobby ribet batas mobil turun  antri mobil jln mundur  ramah fo tingkat hotel stars;0
 ac nya berisik banget buka ac  suara kencang   tidak shampo  sandal  ruang kamar gelap  lampu   bantal guling tidak;0
hotel letak lokasi strategis  stasiun bandung  pusat  kartika mayasari  pusat belanja  paskal  ip  living plaza  pusat sarap  sebrang hotel  gor pajajaran  pilih kamar agam  ambil family room pax  suasana hotel cenderung remang gelap  lobby  koridor lorong kamar nuansa remang redup  wifi lot parkir batas  mobil  sarap ada  toilet  closet  mampet  untung jadi jam check out  ga bayangin closet mampet pertamakali  kamar ready jam sore  tunggu menit  overall kecewa alam malam hotel  poin ;0
lokasi hotel mudah cari  mana deket  sarap variasi  hotel bersih  lantai kamar pakai karpet bagus  kurang emang bising belah kamar bangun gedung  jendela kamar tukang bangun mondar-mandir  ganggu privasi   bising pas sarap  suara mesin gedung belah kencang  minus wifinya lelet kb s  tidak  sinyal g dalem gedung ;0
tv cabel tidak gambar  sinyal alas migrasi sistem  tidak nonton tv inap  order dinner sky dinning tidak layan list menu tunggu kecewa akh tidak dinner  kolam renang kotor lihat unsur kimiawi kandung kolam renang  tidak staf stanby kolam renang  variasi breakfast tidak pilih kelas hotel bintang ;0
kesan parkir mobil sempit  sekuriti tidak sigap bantu tamu bingung cari lokasi parkir  masuk kamar over all ok sisi bersih  tv ganggu tidak jernih channel  tidak water heater kopi  hot water tidak fungsi malam  komplain tidak follow up  puncak malam demo tikus lari bunyi cicit tidak istirahat nyaman  breakfast kolam renang gedung pisah  privasi kolam renang tidak restoran sekat apa  breakfast variation tidak  i think not warth the money ;0
nya asri  pandang sawah nya bagus  gak kota  pantai tidak  saran nya channel tv nya baik  hilang sinyal  main kesana keluarga  ;0
hotel bagus  malam  pulang jalan teman jam  pagi hotel   tidak komentar  besok pagi berangkat surabaya ;0
overall bagus  kecewa sarap  ain nasi putih tempe orek spagetti  lainnyq habis jam;0
 hotel ok lingkung keras  musik malam pagi henti ;0
bagus cafe out door lt  kurang shower mandi d toilet tekan air nya air panas habis ;0
lumayan  sayang  sholat tinggal sajadah   pancur wudhu tidak  paksa pakai shower ;0
karpet lantai spt tdk vacum  kotor nusuk-nusuk kaki  benda spt lemari  handle pintu  tmpt tissue ujung tajam luka  breakfast standard  variatif  lahan parkir sangaatt batas  lokasi strategis pusat kota  jajan;0
kondisi wastafel buruk bersih  handuk kasar tahun  masak air kotor dalam  tidak teh gula kamar bungkus kopi instant ;0
suasana  lantai kamar lengket  mutu makan mohon tingkat  suara mesin air toilet ganggu bunyi  suara keras;0
overall  selimut kamar tipis  bahan timbang depan ;0
sana tunggu  bilang penuh  kasih ruang suasana pengap  bersih  kecewa layan   istri bawa barang gendong anak tidak bantu diliatin ;0
kamar luas  pas sen double bed single bed gabung  kecewa yasudahlah  menu sarap variasi  next variasi isi ulang habis ;0
cocok libur keluarga  tugas cleaning servis stand by jam  pas kamar ac bocor pel suruh nunggu besok pagi ;0
kamar tidak jendela informasi  kecewa pesan kamar kasih beda lantai  pesan non smoking room kasih smoking room  tidak sadar pas lift cium aroma asap rokok kamar tidak label non smoking  kamar satu  konfirmasi ruang smoking room  sikeras airyroom ruang non smoking ;0
kamar mandi bocor  lantai genang air  air panas tidak panas  makan layan sigap   tdk recommended;0
kamar kotor debu sarang laba  seprei bersih  lokasi strategis kota ;0
bukan tamu biar pakai lahan parkir  hotel oke  masalah parkir saja dan makan;0
pas inap listrik kamar mati hidup mati hidup  kartu update  kunci kamar tukar tidak mati ;0
hotel bersih  seprai putih  kamar mandi wangi;0
dasar layan oke  bersih oke  lengkap pada  sarung bantal koyak koyak pasang tua warna putih abu abu  handuk bathrobe  warna kumal  sayang  microwave tidak fungsi nyala tidak panas apa;0
kamar yg smooking room  sarap standar kelas hotel bintang  parkir mobil sempit  kamar mandi nya bau sedap buang air  kedap suara ;0
kamar sih oke  menu sarap berpariasi c i tanggal maret menu  di-cross check mantap ;0
layan  lalang manusia jam malam jam pagi berisik ganggu jalur club malam tidak orang inap  ganggu nyaman inap ;0
lokasi strategis bersih   pas inap bareng tamu rombong ganggu ramai berisik malam ;0
kamar bersih  dingin ruang not bad  salur buang air kamar mandi tidak lancar ;0
aja  standar hotel bintang  kamar telefon nya tidak fungsi susah komunikasi receptionist;0
view kamar bangun renovasi kerja  baththup nya kotor  kotor semua sudut ruang  tidak pesan twin bed dkasih twinbed;0
 iya alat kamar tidak rapi  ac mati  tv    panas air minum semut  handuk bekas basah  panas mandi tidak da  hotel tu   ga kayak d foto profil  pokok kecewa  horror dach  ;0
nyaman  sarap nya  sedia roti  tidak orang sarap berat ;0
tinggal kali hotel  tidak keluh  hotel mudah temu  sarap  tidak apa tidak buruk ;0
service  staf ramah senyum  lokasi tepi pantai view  pilih bungalow  malam binatang jatuh  untung lambu  nyaman toilet kamar  malam seram toilet  gelap  lebih ;0
restoran tidak letak gedung hotel  janji shuttle car breakfast tidak shuttle car;0
kasur empuk  air panas hot  sarap banget tidak lift deluxe room lantai  bikin capek naik habis jalan jogja ;0
kondisi kamar debu  lantai pake trafo parahh kamar bocor  not recommended bangett  untung transit pagi airport ;0
 sarap menu  sm parkir bayar rb hotel kawasan ruko ;0
lokasi strategis  staf ramah helpful  tidak beda tamu lokal asing ;0
hotel letak kompleks ruko  kena biaya parkir masuk  hotel tidak sedia lift ;0
tambah ramp pintu masuk lobby mudah turun bagasi  tangga sedia tidak praktikal;0
kamar bersih  ac  tv  kamar mandi muas  sarap pagi siap air minum  teh  kopi   sedia sesuai selera tamu  simpul muas  andai kota malang  inap guest house buring ;0
nilai uang nikmat tinggal pendek  tinggal malang;0
menu sarap standar sarap  suami makan pilih inap tidak ketemu bubur ayam  menu andal jalan ajak batita sayang nyoba kolam renang;0
ac tidak dingin cape istirahat istirahat bete uda tehnisi kg ngaruh panas ac nya ;0
pemberitahuan fasilitas lengkap lokasi tidak air kemas tidak buat teh  kopi tidak sabun mandi  pesan single bed kasih double  tidak kesini kecewa;0
keset  sampah kotor  solat sempit mepet televisi rukuk kena senggol meja tv;0
kamar  sarung bantal bau  ganti room service ganti  lumayan inap tidak bawa anak  hibur ;0
kamar mandi jelek wastafel  harus dongs biar gk liat jorok gitu;0
toilet nya salur buang banjir  breakfast nya ga enak  harga tidak banding kualitas kamar lain;0
ruang apek  bantal lepes  kuning jijik bekas keringat sarung bantal  alas laundrynya batas  hotel;0
kamar banged  kamar mandi air ga panas  sen king size twin trus satuin  parah   menu breakfast nya ga kaya hotel bintang  not rekomended banget;0
sungguh kecewa  ac ny mati tidur mandi sauna  bersih  rusak nya tutup jendela tidak nyaman ;0
thanks  inap hotel  kereta pagi  bantu early check-in staf hotel ;0
lokasi strategis thamrin city tinggal nyebrang  kamar sempit  enak bantal guling  sarap tidak pilih  nasi  sayur ikan ;0
kolam renang breakfastnya pisah hotel  kamar sempit  tidak sandal hotel  lebih oke lahh;0
layan tidak ramah  hotel jelek  bocor dinding  showernya jelek  air panas mati  tidak recommend  thanks ;0
speechless  dagang kaki hotel  lobby pengap  resepsionis ramah profesional  alhamdulillah lift  kamar kecewa  spreinya noda  bantal apek bekas iler  telepon tidak notes nomor telepon sentral tidak telepon resepsionis  menu room service tidak sen ext barapa  telepon via hp nomor telepon hotel tera aplikasi tidak angkat  males bawah tidur kondisi lapar  pesan gofood aneh driver gojek kamar  ac berisik  kamar mandi pengap   terima kasih ;0
el hotel hotel alat bangun sera cium aroma cat sengat room  jaring wifi sedia siar televisi tidak jernih;0
makan parah nasi kayak nasi kemarin yg udh nginep ntah brp minggu  tegur ganti nasi;0
kecewa  kompor tidak fungsi ganti kompor keluar api sulut  rem kaya takut ledak gas;0
kamar mandi sangat jorok  kotor tidak lengkap mandi  towel tidak layak pakai  untk layan ala kadar  ;0
ac bocor kamar mandi bau  tidak pindah kamar  komplain pindah ;0
 kecewa  tugas tidak ramah  kamar non smoking bau rokok  abu rokok ranjang meja kerja  kamar mandi jorok  tidak minum inap  kamar tidak sih  keramik depan pintu kamar mandi gompal rusak  kamar   dinding kamar kotor  sprei kusam bercak  benar keri tidak sesuai tagline   it s good to be clean - our clean bed for your nice sleep    tidak hotel cocok hostel  tidak inap legreen mana  ;0
hotel lokasi strategis biaya rendah  ruang bersih tinggal;0
istirahat jalan - jalan hari enak tempat ramai  kamar bau apek jarang tempat  segar udara   alat dapur tidak lengkap  pas inap malam  malam lampu padam voucher listrik habis  nelpon apartmen tidak enak  perhati listrik kasi orang inap gelap panas  ac nya mati  ;0
kamar mandi nya bau pesing sih  seprai noda tidak  kamar mandi kunci rusak tinggal kamar bau wc asma kambuh pagi bau pesing wc tidak hilang  cek in jam langsung tinggal pergi masuk jam malam  sy cek out jam pagi titip koper reception  jam malam ambil koper pulang jkt kereta jam mlm  ambil koper pinjam toilet ganti baju hari pergi  reception tidak mengijinkan toilet pakai gedung  lobby toilet  alas nya toilet kering ganti baju tidak basah numpang mandi  bayar full tidur tidak full pakai plus bau pesing malam serasa tidur wc pinjam toilet terima  anda booking tidak mepet hotel harga segitu bersih nyaman area ;0
tidak air mandi   air  air galon air mandi ;0
pegawai ga sopan  cowo  kasur kotor  kamar mandi lampu shower mati  dapet handuk banget jam sore ;0
kamar nyaman bersih kecewa pas pagi bangun tidur listrik mati pulsa listrik hbs haha langsung call pegawai alhamdulilah langsung isi pulsa listrik apartement;0
awal handuk datang banget jam sore  cek in on time banget jam siang  tirai jendela rusak so ribet nutupinnya  lebih bagus banget  bersih  ga berisik  makan  tugas ramah ;0
ac nya bocor  wastafel  closed air mati  showernya air panas air dingin mati ;0
inap hotel jakarta tuju pasar tanah abang  mall thamrin city grand indonesi  angkot jalan kaki  kecewa kamar tepat sprei nya bercak kotor ;0
layan tempat banget  keluh wc nya bunyi air ngalir kali betul hilang  thanks ;0
ac tidak dingin  lapor jam siang tp baik jam malam  makan standart banget hotel harga tidak sesuai  sarap nasi goreng mie goreng;0
breakfast tidak  info sd  pantry   tidak  bilang pantry  pantry tidak;0
bagus  pas da receptionis tidak stand by  pas check-in kamar bau rokok  bagus sih  oke kamar bau rokok  lai bagus;0
tinggal charger sore check out tidak tinggal  makan variatif ;0
hilang handphone hotel  tinggal hotel menit  hotel buka rekam cctv  hotel tidak mengakomodir  hilang depan hotel tidak tindak cepat alas vendor cctv sibuk tidak hubung  cctv salah fasilitas aman sayang hotel kes tidak peduli konsumen rugi hotel  moga depan perhati layan aman hotel ;0
koneksi internet payah parah  tv remote-nya masalah  ganti tidak  aja ;0
wifi kencang  sarap aja  room nyaman  tidak lihat tv yg kamar  sayang toiletries tdk cek lengkap tamu masuk  sampo tlp resepsionis  lokasi toko yg parkir kendara tarif  lokasi makan ;0
kualitas kamar tidak  kamar mandi  air shower tidak stabil keluar keruh ;0
kamar mandi banjir  air panas mandi pagi tidak nyala complain tidak layan ;0
lokasi strategis  thamrin tinggal menyebrang  tanah abang jalan kaki  bajaj angkut;0
kamar kayak tidak dibersihin  debu  kamar mandi bau apek  parah sprei sarung bantal kotor  bercak bekas  sampe mesti kualasin kain  geli nidurinnya  sarap aja ;0
high season  harga masuk akal  tahap  free entry waterpark kelapa resort  thanks to traveloka ;0
hotel malam air panas tidak fungsi  tunggu besok pagi  makan variatif  acara tv  toilet bau wastafel lambat air alir pagi semut  tidak tissue kamar kamar luas bersih kasur keras ;0
 kecewa staff hawa  tidur  jam pagi   salah karyawan  house keeping  buka pintu kamar masuk  kam pintu  staff tidak masuk  check-out  complaint resepsionist  cewek gampang ny  staff jaga malam tidak koordinasi staff check-in malam ny  berfikir  hotel komunikasi ny tidak lancar  tq ;0
overall mantab  sesuai budgetlah  shower kamar tidak nyala  layan nya top ;0
 kamar bau rokok kamar mandi cacing furniturenya tua  ganti  sdikit seram tua barang   lengkap  ;0
budget hotel lokasi  pusat bisnis pusat belanja jakarta  lintas tidak   resepsionis tidak check-in  tunggu   mes non-merokok kamar   resepsionis ruang bau rokok   ubah non-merokok  ruang   sinyal seluler lemah  sinyal wifi lemah  tidak handuk   handuk sedia pm   ruang basah  jangan harap hotel  budget hotel standar rendah layan ;0
kecewa toilet air nya mati hidup mati hidup alir air tidak lancar kamar kotor bau  makan d warteg tidak enak;0
pintu kamar mandi rusak susah kunci  ac berisik  toilet tua  shower karat air panas fungsi  wifi tidak akses ;0
nyaman tidur kurang kamar mandi nya  perabot kamar mandi tidak baik  air buang shower sumbat genang  smoga baik ;0
lokasi strategis  layan ramah   kamar bersih  kasur kotor kulit gatal  bantal bau sedap toilet mampet;0
kamar pojok ujung  kamar tidak hun jendela buka sebab bau apek lembab tidak nyaman tutup jendela kamar kurang bau  telpon pintu rusak km tidak masuk k kamar  ekstra bed tidak alas full  makan restoranya enak ;0
strategis  kualitas hotel jelek  air bau  kasur bantal bau  layan oke;0
lokasi strategis  jalan kaki pantai kuta  parkir muat mobil ukur kijang  ramai paksa parkir tempat ;0
kamar bau apek  tidak jendela  air kotor  air hangat panas  bantal bau apek  untung ganti ;0
pantai dreamland klapa  littlle ramai  cocok libur pribadi ;0
hotel  ac-nya mati hidup  lengkap mandi tidak lengkap sarap nasi goreng tidak enak ;0
pantai pusat belanja makan   senang  makan pagi variasi  overall bagus muas ;0
kamar nyaman  air panas  overall okay  sayang kamar lantai  sulit bawa koper berat ;0
check-in sore  masuk pkl malam itu pindah inap kelas losmen  tidak jam malam check-out kmbali anak tidak tidur kamar tidak penuh kriteria standart nominal rb family room bayar ;0
 tp ganggu kamar nonton tv  tv nya kamar mandi;0
pas harga  bagus utk jalan bisnis inap biaya murah  tahan ;0
bangun fasilitas tidak pada  kamar suit room sikat gigi tidak  kamar mandi kotor  kran rusak  air kotor  tidak layak hotel ;0
layan resepsionis buruk  hotel tugas resepsionis bilang bukti mesan buka  hotel matahari  bolak tugas salah  hotel suram  kamar kotor  fasilitas kamar mandi jorok;0
hotel stategis  menu makan enak air asin  ok-lah lain murah org kamar breakfast;0
 nilai   bagus  layan oke  lokasi tidak crowded  menu sarap oke  bersih  kurang  plakat hotel eyecathing jalan raya cenderung bablas masuk  tidak lift  ;0
engineering tidak sigap mati lampu  perangkap lift mati lampu menit  alam buruk ;0
ac tidak dingin  sampah bekas kucing sera kamar  kran wc lepas tidak lekas respon ;0
strategis  jam makan pagi cepat  jam  wib  makan variasi ;0
lift tua lambat  koneksi wifi sebar  room aja kencang ;0
kamar tidak jendela aga pengap  kamar tidak kedap suara  ganggu suara  suara tugas hotel obrol tertawa-tawa canda  ganggu nyaman  kamar ruang tugas bersih kamar samping kamar  lebih okay  resepsionis ramah ;0
lokasi stasiun malang  makan strudel malang  tugas ramah  jam check in jam  pulang esok  kereta jam sore  stay sore kena biaya tambah ;0
layan tingkat  lengkap kamar cek isi tamu ;0
kecewa  kasur kotor  bekas bercak darah  bantal bekas cair  tidak ramah  tutup telpon selesai bicara  kecewa  ;0
bayar bayang  layan muas tutup kurang  malam temu kurang  salut alam mas ade mas bagyo  pulang rumah ;0
kamar  fasilitas tua kamar mandi rusak  jalan slamet riyadi ;0
layan yg ramah bingung  kamar yg sempit  beda dgn yg foto  harga kwalitas tidak banding  kecewa;0
perfect  tidak pegawai wanita  privasi pegawai laki ambil barang  lewat kamar mandi wanita ;0
kamar lumayan  bersih  sarang laba pojok kanan kiri kamar  tidak ganggu  kali masuk ruang cium bau kecut bau orang bau cat tembok  bau perlahan hilang ac nyala  makan enak menu ;0
hotel strategis banget  deket  kemaren kamar luas sayang tidak jendela tidak tau uda pagi  wifinya baik kamar tidak connect;0
handle pintu rusak  kamar bau apek  kamar mandy kotor bau  gak sesuai tawar website  gak refund  pindah hotel  pokok not recommended;0
bal inap hotel  harga murah kualitas tidak murah  maju pop hotel bal ;0
kamar apek  cat nglupas  wifi payah putus  jangan ngirit pasang link router ;0
tidak bersih  check-in bau asap rokok sengat  check-in jam malam  bau asap menyegat;0
tidak layan refund reschedule rela hilang bayar kamar tanggal  hubung menit bayar ;0
colok listrikx bawa  kemarin aga susah naruh hpnya kabel cas pendek  tp tuas ;0
