;teks;label
105;['tips', 'yg', 'aku', 'lakuin', 'mulai', 'tahun', 'ga', 'pernah', 'pake', 'password', 'yg', 'readable', 'yg', 'gampang', 'diinget', 'banyak', 'pakenya', 'password', 'manager', 'chrome', 'by', 'google', 'inget', 'password', 'akun', 'google', 'ajabtw', 'check', 'email', 'gua', 'masuk', 'list', 'di', 'c'];-1
106;['yg', 'bocor', 'data', 'pribadi', 'nama', 'alamat', 'email', 'nmr', 'hp', 'semua', 'upa', 'plaintext', 'password', 'enkripsi', 'hash', 'function', 'bilang', 'akun', 'aman', 'data', 'guna', 'yg', 'bocor', 'jadi', 'sbg', 'target', 'scam', 'phising'];-1
107;['untung', 'gaada', 'rekening', 'apa', 'fufu'];-1
108;['yg', 'rasa', 'was', 'kasus', 'tokopedia', 'bocor', 'coba', 'check', 'tweet', 'dah', 'share', 'tips', 'yg', 'aku', 'pake', 'mulai', 'thn'];-1
109;['halo', 'konfirmasi', 'kait', 'bocor', 'data', 'itu', 'benar', 'kalau', 'iya', 'bagaimana', 'cara', 'hapus', 'rekening', 'bila', 'perlu', 'hapus', 'akun', 'terima', 'kasih', 'regards', 'adhi', 'kusnadi'];-1
110;['serius', 'mau', 'nanya', 'dah', 'kalo', 'udah', 'ganti', 'pin', 'sama', 'password', 'akun', 'terus', 'udah', 'login', 'ulang', 'buat', 'belanja', 'aman', 'aman', 'aja', 'gak', 'sih', 'apa', 'mending', 'jangan', 'transaksi', 'apa', 'apa', 'dulu', 'yak'];-1
111;['jangan', 'transaksi', 'dulu', 'deh', 'kyknya', 'walaupun', 'udh', 'ganti', 'password'];-1
112;['kak', 'pass', 'topked', 'sy', 'ubah', 'dr', 'maret', 'yg', 'lalu', 'gak', 'lama', 'ganti', 'pass', 'uninstall', 'krn', 'gk', 'pernah', 'dipake', 'buat', 'transaki', 'belanja', 'online', 'gmn', 'kak'];-1
113;['betul', 'gw', 'punya', 'beberapa', 'layer', 'password', 'marketplace', 'forum', 'dsj', 'social', 'media', 'banking', 'payment', 'account', 'tipe', 'akun', 'atas', 'nya', 'beda', 'passwordnya', 'kalo', 'leaked', 'paling', 'bocor', 'password', 'forum', 'marketplace', 'gw'];-1
114;['lebih', 'baik', 'akun', 'ovo', 'nya', 'disconnect', 'dulu', 'akun', 'tokped'];-1
115;['iya', 'nih', 'harus', 'ganti', 'password', 'coba', 'deh', 'cek', 'dulu'];-1
116;['kalo', 'kaya', 'gua', 'gmn', 'dong', 'dwnld', 'tokped', 'gapernah', 'beli'];-1
117;['maaf', 'nanya', 'akun', 'tokped', 'ku', 'cmn', 'pake', 'nomer', 'hp', 'aja', 'gk', 'hubung', 'sama', 'email', 'gmn', 'kalo', 'gitu', 'ttp', 'aman', 'atau', 'hapus', 'aja'];-1
118;['info', 'dong', 'bang', 'kalo', 'lupa', 'password', 'akun', 'tokped', 'konek', 'ovo', 'dkk', 'sama', 'password', 'email', 'tokped', 'udah', 'ganti', 'aman'];-1
119;['halo', 'berita', 'bocor', 'data', 'benar', 'sbg', 'guna', 'tokped', 'was', 'was'];-1
120;['kalo', 'lgsg', 'diapus', 'aplikasi', 'gimana', 'bang'];-1
121;['percuma', 'mau', 'kalian', 'mau', 'fa', 'ganti', 'pw', 'ibarat', 'nya', 'kalian', 'udah', 'maling', 'baru', 'gembok', 'pintu', 'rumah', 'sistem', 'proteksi', 'akun', 'tsb', 'cuma', 'guna', 'login', 'normal', 'kalau', 'ini', 'beda', 'kasus', 'nya', 'dapet', 'langsung', 'database', 'tokopedia', 'nya', 'sendiri'];-1
122;['ayo', 'beli', 'tuh', 'data', 'yg', 'udh', 'bocor', 'jgn', 'cm', 'ambil', 'untung', 'aja', 'itu', 'kalaudatnya', 'beli', 'org'];-1
123;['tembus', 'data', 'base', 'aliggg'];-1
124;['km', 'akun', 'tokped', 'ga', 'coba', 'ni', 'takut', 'punya'];-1
125;['jadi', 'bocor', 'data', 'beberapa', 'platform'];-1
126;['kemaren', 'saya', 'mas', 'toped'];-1
127;['akun', 'tokopedia', 'bocor', 'bahaya', 'scam', 'phising', 'ancam'];-1
128;['buat', 'yg', 'pake', 'tokopedia', 'kabar', 'buruk', 'nih', 'kurang', 'lebih', 'juta', 'database', 'tokopedia', 'bocor', 'data', 'sebar', 'forum', 'online', 'bahkan', 'malah', 'jual'];-1
129;['data', 'juta', 'akun', 'tokopedia', 'lapor', 'bocor', 'aman', 'bisa', 'ganti', 'password', 'aktif', 'verifikasi', 'langkah', 'hapus', 'alat', 'bayar'];-1
130;['data', 'juta', 'guna', 'tokopedia', 'kabar', 'bocor'];0
131;['toko', 'online', 'percaya', 'indonesia', 'harus', 'meminimalisir', 'bocor', 'data', 'guna', 'internet', 'juta', 'bukan', 'angka', 'sedikit'];-1
132;['gw', 'pake', 'fa', 'two', 'factor', 'auth', 'jd', 'gak', 'terlalu', 'khawatir', 'password', 'tiap', 'akun', 'beda', 'jika', 'tokopedia', 'bukti', 'atas', 'salah', 'pasti', 'langgar', 'hukum', 'ite', 'atas', 'lalai', 'bocor', 'data', 'denda'];-1
133;['mau', 'hapus', 'akun', 'bank', 'kenapa', 'tdk', 'ya', 'gara', 'x', 'baca', 'bocor', 'data', 'kompas', 'hadeuh', 'ngeri', 'dah'];-1
134;['juta', 'data', 'guna', 'tokopedia', 'kabar', 'bocor', 'beberapa', 'jam', 'lalu', 'salah', 'satu', 'marketplace', 'besar', 'indonesia', 'tokopedia', 'kabar', 'alami', 'masalah', 'bocor', 'data', 'juta', 'akun', 'guna', 'jual', 'buah', 'forum', 'sumber'];0
135;['isu', 'bocor', 'data', 'guna', 'tokopedia', 'muncul', 'tanya', 'kait', 'aman', 'kartu', 'kredit', 'ovo', 'dalam', 'apa', 'kata', 'ahli', 'aman', 'siber'];0
136;['juta', 'data', 'guna', 'tokopedia', 'bocor', 'jadi', 'dan', 'sekarang', 'gak', 'pasti', 'uu', 'lindung', 'data', 'utama', 'bisa', 'hukum', 'usaha', 'lalai', 'lindung', 'data', 'konsumen'];-1
137;['beneran', 'mas'];-1
138;['baru', 'bikin', 'akun', 'tokped', 'padahal', 'assssyem'];-1
139;['investigasi', 'nih', 'yg', 'sih', 'gak', 'bocor', 'password', 'yak', 'mulai', 'skrg', 'rutin', 'ganti', 'password', 'deh', 'buat', 'cegah'];-1
140;['apa', 'ubah', 'kan', 'data', 'tang'];-1
141;['laku', 'kece', 'data', 'breach', 'pasti', 'akun', 'email', 'dampak', 'bocor', 'data', 'tokopedia', 'silah', 'cek', 'situs'];0
142;['bas', 'juta', 'data', 'guna', 'tokopedia', 'duga', 'bocor', 'apa', 'harus', 'laku', 'proteksi', 'akun', 'e', 'commerce'];0
143;['tadi', 'abis', 'hapus', 'apl', 'tokped', 'sekarang', 'baru', 'tahu', 'info', 'gimana', 'dong', 'aman', 'gak', 'yaa'];-1
144;['informasi', 'kena', 'tokopedia', 'bobol', 'total', 'data', 'bocor', 'juta', 'data', 'guna', 'bukan', 'cuma', 'juta', 'ini', 'jual', 'bebas', 'empire', 'market', 'harga', 'sekitar', 'juta', 'rupiah'];0
145;['rugi', 'apa', 'sj', 'dr', 'guna', 'apps', 'tokped', 'dg', 'bobol', 'mas'];-1
146;['asli', 'email', 'gw', 'log', 'data', 'nyaa', 'bang', 'hahaha'];-1
147;['buah', 'situs', 'bisa', 'kunjung', 'tahu', 'e', 'mail', 'guna', 'akun', 'tokopedia', 'dampak', 'bocor', 'data', 'tidak'];0
148;['tokopedia', 'jawab', 'soal', 'bocor', 'juta', 'data', 'guna', 'boleh', 'bilang', 'data', 'guna', 'aman', 'kalau', 'beneran', 'tsrjadi', 'bocor', 'terus', 'gimana', 'bung'];-1
149;['juta', 'data', 'user', 'tokopedia', 'bocor', 'apa', 'harus', 'laku', 'media', 'sosial', 'sedang', 'ramai', 'data', 'guna', 'tokopedia', 'bocor', 'jual', 'belikan', 'di', 'dark', 'web', 'bisa', 'bocor', 'bagaimana', 'cara', 'aman', 'akun', 'mari', 'bahas', 'sedikit'];-1
150;['update', 'juta', 'data', 'yg', 'jual', 'forum', 'deep', 'web', 'ada', 'yg', 'bel'];-1
151;['dear', 'you', 'data', 'guna', 'tokopedia', 'bocor', 'cek', 'akun', 'dampak'];0
152;['astagfirullah', 'anak', 'kalo', 'beli', 'apa', 'sana'];-1
153;['ka', 'pen', 'nanya', 'nih', 'apk', 'tokopedia', 'nya', 'udah', 'dri', 'lama', 'ku', 'hapus', 'karna', 'jarang', 'brlanja', 'situ', 'nah', 'klo', 'kek', 'gin', 'msih', 'nga', 'si', 'dihack'];-1
154;['rem', 'bgt', 'bwanfg'];-1
155;['konfirmasi', 'data', 'yg', 'pasti', 'bocor', 'nama', 'lengkap', 'email', 'nomor', 'hp', 'jenis', 'kelamin', 'tanggal', 'lahir', 'update', 'password', 'email', 'yg', 'kamu', 'guna', 'tambah', 'verifikasi', 'langkah', 'beberapa', 'hari', 'bulan', 'depan', 'email', 'kamu', 'terima', 'banyak', 'spam', 'masuk', 'phising'];-1
156;['data', 'kamu', 'diperjualbelikan', 'terima', 'banyak', 'email', 'spam', 'kemudian', 'hari', 'masuk', 'phising', 'curi', 'informasi', 'akun', 'lain', 'kartu', 'kredit', 'tutup', 'mungkin', 'guna', 'tipu', 'lain', 'nomor', 'hp', 'juga', 'masuk', 'dalam', 'data', 'bocor'];-1
157;['langsung', 'apus', 'wkwk'];-1
158;['klo', 'misal', 'pke', 'no', 'lama', 'buat', 'daftar', 'tokopedia', 'no', 'nya', 'udh', 'g', 'aktif', 'lgi', 'gimana', 'maaf', 'numpang', 'nanya'];-1
159;['apa', 'ke', 'data', 'alamat'];0
160;['lah', 'kalo', 'punya', 'ku', 'update', 'apa', 'gapapa', 'astagfirullah', 'aku', 'bingung'];-1
161;['akun', 'toped', 'ku', 'pernah', 'bobol', 'orang', 'betul', 'ditoped', 'ku', 'nyambung', 'sama', 'ovo', 'akun', 'aku', 'buat', 'langgan', 'tagih', 'nya', 'mulai', 'pulsa', 'listrik', 'air', 'otomatis', 'saldo', 'ovo', 'ku', 'yg', 'potong', 'harus', 'masukin', 'pin', 'ovo', 'nya', 'baru', 'tahu', 'pas', 'udah', 'potong', 'saldo', 'aku'];-1
162;['ntar', 'yg', 'tanggung', 'jawab', 'bro', 'kan', 'di', 'terms', 'and', 'condition', 'wkwkwk'];-1
163;['contoh', 'isi', 'database', 'guna', 'tokopedia', 'si', 'hacker', 'ngeri', 'blm', 'nomor', 'rekening', 'alamat', 'rumah'];-1
164;['iyaa', 'udah', 'telat', 'sih', 'sekarang', 'sebenernya', 'data', 'ada', 'situ'];-1
165;['data', 'pribadi', 'guna', 'e', 'commerce', 'tokopedia', 'tuding', 'bocor', 'tawar', 'forum', 'online', 'bagaimana', 'aman', 'guna', 'tokopedia', 'ini'];0
166;['metode', 'bayar', 'kan', 'banyak', 'dr', 'bank', 'kalo', 'ditabrakin', 'data', 'nama', 'ttl', 'dpt', 'dong', 'informasi', 'nomor', 'rekening', 'sm', 'kartu', 'cc'];-1
167;['pakar', 'juta', 'data', 'bocor', 'tokopedia', 'jamin', 'tak', 'bocor', 'data'];0
168;['kominfo', 'surati', 'tokopedia', 'kait', 'bocor', 'data', 'guna'];0
