;teks;label
10;['pasang', 'seringkali', 'ibarat', 'rumah', 'rasa', 'nyaman', 'sama', 'nyaman', 'ada', 'rumah', 'kamu', 'jadi', 'apa', 'saja', 'kamu', 'selalu', 'pulang', 'tuju'];1
11;['ponakan', 'kls', 'sd', 'lg', 'demen', 'nonton', 'video', 'tutorial', 'masak', 'craft', 'youtube', 'gw', 'kls', 'sd', 'udah', 'baca', 'novel', 'marga', 't', 'amp', 'mira', 'w', 'minjem', 'punya', 'sepupu'];1
12;['bberapa', 'tahun', 'kemudian', 'sejahtera', 'keluarga', 'makmak', 'teus', 'tingkat', 'sampai', 'suami', 'dpet', 'pangkat', 'yg', 'tinggi', 'kurang', 'paham', 'tentang', 'pangkat', 'an', 'tni', 'poko', 'hidup', 'bekecukupan'];1
13;['jne', 'jnt', 'lama', 'pake', 'entah', 'kirim', 'paket', 'beli', 'olshop', 'jastip', 'luar', 'kota', 'sampe', 'beda', 'pulau', 'maksimal', 'hari', 'sampe', 'mau', 'dia', 'pake', 'mobil', 'susah', 'cari', 'alamat', 'bingung', 'gabisa', 'masuk', 'kompleks', 'gang', 'meski', 'malem', 'sekalipun', 'bain', 'jalan', 'rumah', 'sampe', 'paket', 'kirim', 'dgn', 'baik'];1
14;['z', 'suka', 'twitter', 'soalny', 'perempuan', 'ji', 'semua', 'teman', 'dsni', 'biar', 'omel', 'sampe', 'tablengker', 'ndada', 'bahaya', 'bahas', 'monsteration', 'jg', 'bebas', 'bahas', 'nda', 'puasa', 'jg', 'bebas', 'wa', 'mo', 'update', 'status', 'stres', 'monsteration', 'kt', 'pi', 'dl', 'blok', 'semua', 'cowo', 'baru', 'mengupdate'];1
15;['ku', 'rindu', 'bisik', 'mu', 'telinga', 'kau', 'kata', 'moga', 'kelak', 'kau', 'jadi', 'anak', 'yg', 'guna', 'banyak', 'orang', 'moga', 'kau', 'selalu', 'sayang', 'orang', 'tua', 'mu'];1
16;['kalau', 'tau', 'libur', 'panjang', 'lebaran', 'tuh', 'rasa', 'ken', 'cepet', 'gendong', 'cerrier', 'pake', 'sepatu', 'trus', 'pergi', 'ketemu', 'alam', 'damai', 'dengan'];1
17;['btw', 'doa', 'restu', 'orang', 'tua', 'emang', 'giling', 'ya', 'pas', 'udah', 'mentok', 'nyari', 'literatur', 'tambah', 'nemu', 'aja', 'dong', 'rumah', 'padahal', 'kemarin', 'udah', 'panik', 'kudu', 'mesen', 'banyumas', 'ini', 'berkah', 'ramadan'];1
18;['paling', 'excited', 'kalo', 'ngobrol', 'sama', 'orang', 'kreatif', 'siap', 'kalo', 'bakal', 'cengang', 'sama', 'ide', 'yang', 'mungkin', 'pernah', 'pikir', 'oleh', 'iya', 'aku', 'baru', 'pikir'];1
19;['tiada', 'henti', 'ny', 'q', 'ucap', 'syukut', 'alhmdllh', 'skrg', 'aku', 'bsa', 'uang', 'jadi', 'panitia', 'kmrn', 'alhmdllh', 'trmkah', 'kau', 'bri', 'brlmpah', 'mski', 'tak', 'sbrpa', 'inysllh', 'lma', 'mmbukit', 'amn'];1
20;['halohaa', 'selamat', 'siang', 'denise', 'udah', 'pulang', 'sekolah', 'nih', 'jangan', 'lupa', 'makan', 'siang', 'ya', 'iya', 'gimana', 'udah', 'sehat', 'kan', 'kamu', 'kalo', 'emang', 'kurang', 'sehat', 'banyakin', 'istirahat', 'aja', 'sekarang', 'kk', 'selalu', 'nunggu', 'kok', 'tweet', 'k'];1
21;['alhamdulillah', 'prof', 'bicara', 'malam', 'adem', 'rasa', 'moga', 'bawa', 'berkah', 'aamiin', 'yaa', 'rabbal', 'aalamiin'];1
22;['keren', 'kira', 'yg', 'bilang', 'pak', 'anti', 'islam', 'triliun', 'hektar', 'jadi', 'kampus', 'rujuk', 'islam', 'dunia', 'kelas', 'al', 'azhar', 'lagi', 'proyek', 'ponpes', 'madrasah', 'masjid', 'fasilitas', 'ummat', 'lain', 'kl', 'ada', 'yg', 'bilang', 'beliau', 'an'];1
23;['birthday', 'to', 'us', 'and', 'th', 'anniv', 'wkwkwk', 'bentar', 'kita', 'putus', 'huhu', 'aku', 'cari', 'pacar', 'baru'];1
24;['rabu', 'anakbujangku', 'selesai', 'tempuh', 'didik', 'tk', 'bhakti', 'ibu', 'bakauheni', 'eit', 'nyata', 'dapat', 'piala', 'jugak', 'hehehe'];1
25;['sama', 'segenap', 'dewan', 'guru', 'terimakasih', 'bimbing', 'anak', 'lama', 'ini', 'bu', 'moga', 'ibu', 'semua', 'mudah', 'segala', 'urus', 'ilmu', 'ibu', 'ajar', 'jadi', 'amal', 'jariah', 'pahala', 'terus', 'alir', 'ibu', 'lama'];1
26;['alhamdulillah', 'pie', 'di', 'rsup', 'kariadi', 'bener', 'urus', 'jd', 'gak', 'panas', 'tinggi', 'lg', 'soal', 'langsung', 'kasih', 'paracetamol', 'yg', 'botol'];1
27;['sebentar', 'ketemu', 'krucil', 'krucil', 'ponakan', 'gemesin', 'banget', 'suka', 'nya', 'minta', 'main', 'antem', 'seru', 'sih', 'meski', 'resiko', 'gel', 'nanti', 'sedikit', 'ngajarin', 'hitung', 'jadilebihbaik', 'nanti', 'pas', 'masuk', 'sekolah'];1
28;['awak', 'sih', 'jd', 'org', 'slow', 'mau', 'omongin', 'a', 'to', 'z', 'asal', 'ale', 'bnyk', 'makan', 'ngga', 'cranky', 'berat', 'naik', 'udh', 'bahagia', 'mslh', 'apa', 'jd', 'kyk', 'ngga', 'ada', 'ibu', 'bgt', 'sih', 'skrg'];1
29;['ken', 'cerita', 'kemaren', 'gak', 'sempet', 'beberapa', 'hari', 'yg', 'lalu', 'tarawih', 'masjid', 'gak', 'konsen', 'banget', 'posisi', 'apes', 'gimana', 'gak', 'posisi', 'solat', 'shaf', 'depan', 'mas', 'pake', 'sarung', 'trus', 'sarung', 'nya', 'nyeplak', 'pantat', 'pas', 'banget', 'ketat', 'kampret', 'pen', 'ngakak', 'tp', 'solat', 'syit'];1
30;['congratulation', 'moga', 'lancar', 'dapat', 'sempat', 'pandang', 'orang', 'orang', 'panggung', 'break', 'a', 'leg'];1
31;['ngapain', 'rame', 'mikir', 'nyari', 'baju', 'lebaran', 'emang', 'ya', 'kalau', 'aq', 'mah', 'tiap', 'hari', 'pake', 'baju', 'lebaran', 'soal', 'kl', 'pake', 'baju', 'sempit', 'ngaaap', 'iyainajabiarcepet'];1
32;['lewat', 'tengah', 'hari', 'moga', 'hari', 'senang', 'ya', 'yuk', 'semangat'];1
33;['terima', 'kasih', 'temen', 'hmj', 'd', 'awat', 'stikes', 'al', 'irsyad', 'cilacap', 'bagi', 'bahagia', 'sama', 'mbah', 'kakung', 'mbah', 'putri'];1
34;['supporter', 'gue', 'ga', 'suka', 'barca', 'bagai', 'cinta', 'sepakbola', 'gue', 'suka', 'film', 'keren', 'lahhh', 'heartofalio'];1
35;['ko', 'si', 'drummer', 'lucu', 'sih', 'muka', 'kek', 'tengil', 'ngegemesin', 'terus', 'mulai', 'dibiasin', 'receh', 'gue', 'punya', 'bias'];1
36;['hbd', 'my', 'ly', 'wife', 'amie', 'amoy', 'wish', 'u', 'all', 'the', 'best', 'moga', 'selalu', 'ada', 'dalam', 'lindung', 'swt', 'panjang', 'umur', 'senantiasa', 'bahagia', 'sama', 'keluarga', 'kerabat', 'sehat', 'selalu', 'makin', 'banyak', 'rejeki', 'selalu', 'jadi', 'wanita', 'yg', 'hebat', 'keluarga', 'aamiin'];1
37;['ngakak', 'ane', 'liat', 'wkwk'];1
38;['ku', 'sadar', 'satu', 'pilih', 'ku', 'sama', 'tempat', 'ini', 'jalan', 'hari', 'semangat', 'baru', 'tak', 'indah', 'yg', 'ku', 'harap', 'tak', 'buruk', 'yg', 'ku', 'bayang', 'ku', 'tetap', 'diri', 'jalan', 'hari', 'penuh', 'warna', 'yg', 'ngerti', 'pst', 'nyanyi'];1
39;['baca', 'buku', 'awal', 'senyum', 'tengah', 'senyum', 'miris', 'akhir', 'senyum', 'pasrah', 'nuhun', 'bung', 'bukugariswaktu', 'fiersabesari'];1
40;['nama', 'anis', 'udah', 'kelar', 's', 'walopun', 'bom', 'official', 'dalam', 'masa', 'bahagia', 'banget', 'karna', 'udah', 'lulus', 'masih', 'sendiri', 'kali', 'yang', 'pesona'];1
41;['ambi', 'siang', 'buka', 'situs', 'online', 'trading', 'sekuritas', 'lihat', 'indeks', 'saham', 'warna', 'warni', 'trus', 'klik', 'cantik', 'bego', 'klik', 'tombol', 'buy', 'submit', 'and', 'success'];1
42;['cont', 'ajar', 'prinsip', 'pegang', 'prinsip', 'lebih', 'teguuhh', 'goda', 'bikin', 'goyah', 'integritas', 'nyata', 'banyak', 'lur', 'neng', 'teman', 'banyak', 'tipe', 'harga', 'ajar', 'lebih', 'dewasa', 'ga', 'gampang', 'pundung', 'bahagia', 'tiap', 'ada', 'wkw', 'karakteristik', 'ajar', 'paham'];1
43;['orang', 'oldmoney', 'dateng', 'kandang', 'pakai', 'sederhana', 'cuma', 'kaos', 'oblong', 'celana', 'training', 'mau', 'keliling', 'kandang', 'buat', 'milih', 'sapi', 'sekali', 'transaksi', 'capai', 'm', 'epic', 'lagi', 'beliau', 'orang', 'taat', 'ibadah', 'royal', 'punya', 'anak', 'gadis', 'nga', 'pak'];1
44;['gara', 'jadi', 'googling', 'berita', 'ini', 'tp', 'ada', 'yg', 'confirm', 'duhhh', 'nanti', 'berita', 'benar', 'pasang', 'favorite', 'ku', 'dr', 'jaman', 'kala'];1
45;['baru', 'liat', 'bener', 'bener', 'dengerin', 'seksama', 'nissa', 'sabyan', 'nya', 'lg', 'naik', 'daun', 'itu', 'asli', 'ga', 'rusak', 'suara', 'flawless', 'bening', 'benerrr', 'kaya', 'gelas', 'beling', 'abis', 'cuci', 'pake', 's', 'unlight', 'jadi', 'bersih', 'sinar', 'gitu', 'deh', 'heran'];1
46;['lg', 'sibuk', 'ngedit', 'konten', 'ruang', 'tunggu', 'kok', 'kumpul', 'nenek', 'depan', 'sy', 'seru', 'banget', 'yah', 'lg', 'ghibah', 'nyata', 'ini', 'tunjuk', 'kapan', 'mana', 'ghibah', 'asik'];1
47;['mobilelegendsbangbangid', 'main', 'brawl', 'langsung', 'chang', 'e', 'pimpin', 'top', 'kill', 'mvp', 'sekaligus', 'emang', 'hero', 'ggwp', 'hero', 'baru', 'normal', 'server', 'top', 'lah', 'lebih', 'top', 'soal', 'hero', 'mage', 'role', 'suka', 'selain', 'hero', 'tank', 'suka', 'skill', 'nya', 'loh', 'buff', 'deh'];1
48;['waktu', 'sayang', 'ubah', 'jadi', 'butuh', 'perhati', 'ubah', 'jadi', 'erti', 'percaya', 'ubah', 'jadi', 'yakin', 'semua', 'jadi', 'kalau', 'kamu', 'dia', 'saling', 'lengkap', 'cari', 'kurang', 'cari', 'salah', 'cari', 'yg', 'lebih'];1
49;['belum', 'biasa', 'twitt', 'pake', 'english', 'but', 'thank', 'you', 'for', 'make', 'it', 'easier', 'to', 'watching', 'them'];1
50;['terima', 'kasih', 'tertawa', 'moga', 'jadi', 'amal', 'soleh', 'bulan', 'mulia', 'buat', 'sama', 'hamba', 'ketawa', 'bahagia'];1
51;['antri', 'bank', 'situasyen', 'mbak', 'dapet', 'nomor', 'antri', 'berapa', 'buk', 'ambil', 'aja', 'nomor', 'antri', 'biar', 'cepet', 'dalamhati', 'rejeki', 'anak', 'baik'];1
52;['apa', 'kalau', 'gue', 'punya', 'pc', 'ban', 'agus', 'gue', 'trade', 'langsung', 'nih', 'sama', 'si', 'mas'];1
53;['selamat', 'ultah', 'kak', 'renoo', 'wkwkw', 'moga', 'bisa', 'temu', 'di', 'satu', 'kelompok', 'kalo', 'sama', 'reno', 'gppa', 'deh', 'moga', 'bahagia', 'sejahtera', 'selalu', 'sama', 'dek', 'oza', 'hehehe'];1
54;['congratulations', 'on', 'your', 'st', 'holly', 'communion', 'xellent', 'mommy', 'papa', 'ompung', 'unty', 'tulang', 'bou', 'uda', 'xaviera', 'are', 'so', 'to', 'be', 'able', 'to', 'witness', 'and', 'accompany', 'you', 'on', 'this', 'special', 'day', 'moga', 'xellent', 'tumbuh', 'mjd', 'anak', 'senang', 'hati', 'tuhan', 'jadi', 'salur', 'berkat', 'byk', 'orang'];1
55;['yeeeaaayyy', 'siap', 'buat', 'lebaran', 'buat', 'mamak', 'klaten', 'alhamdulillah', 'swiss', 'belboutique', 'yogyakarta', 'in', 'gondokusuman', 'daerah', 'istimewa', 'yogyakarta'];1
56;['buat', 'hibur', 'baca', 'deh', 'trus', 'lanjut', 'baca', 'twit', 'receh', 'oldmoneygakngerasain', 'nyata', 'hidupque', 'tak', 'lebih', 'remah', 'rangginang', 'macam', 'manusia', 'makan', 'kiefsi', 'doang', 'oge', 'meni', 'hayang', 'pamer', 'story', 'hahaha', 'aque', 'maloo'];1
57;['yg', 'tak', 'punya', 'apa', 'apa', 'tak', 'berapa', 'sapa', 'sobat', 'misquen', 'asik', 'asik', 'aja', 'malah', 'nyala', 'balek', 'damai', 'gampang', 'yah', 'hebat', 'uiy'];1
58;['oldmoneygakngerasain', 'nongkrong', 'depan', 'rumah', 'ama', 'temen', 'tiap', 'motor', 'lewat', 'teriakin', 'woy', 'standaar', 'pas', 'orang', 'nengok', 'sembunyi'];1
59;['pertama', 'minta', 'izin', 'bincang', 'beliau', 'jawab', 'senyum', 'cerah', 'wibawa', 'iya', 'mbak', 'gimana', 'coba', 'cerita', 'dulu', 'kira', 'ucap', 'drngan', 'ramah', 'lalu', 'aku', 'teman', 'cerita', 'panjang', 'lebar', 'tiket', 'jadwal', 'uas', 'reschedule', 'semua'];1
60;['nyari', 'capung', 'bareng', 'temen', 'pakai', 'sapu', 'capung', 'capung', 'tusuk', 'lidi', 'lalu', 'bakar', 'rame', 'rame', 'makan', 'kata', 'bikin', 'sehat', 'oldmoneygakngerasain'];1
61;['beliau', 'sana', 'dengar', 'sembari', 'senyum', 'sekal', 'cerita', 'potong', 'orang', 'keluar', 'masuk', 'minta', 'tanda', 'tangan', 'kemudian', 'ujung', 'satu', 'inti', 'boleh', 'pak', 'dua', 'uji', 'duluan', 'beliau', 'tertawa', 'masih', 'wibawa', 'teduh'];1
62;['bangun', 'tidur', 'dapet', 'kabar', 'temen', 'terima', 'kerja', 'aja', 'aku', 'sujud', 'syukur', 'neng', 'banget', 'gatau', 'lebay', 'apa', 'yak', 'bep', 'nyari', 'kerja', 'itu', 'iya', 'susah', 'imma', 'proud', 'friend'];1
63;['jamaah', 'masjid', 'al', 'tsar', 'karena', 'nasi', 'tumpeng', 'ayam', 'matang', 'waktu', 'dengan', 'aji', 'tafsir', 'masjid', 'al', 'tsar', 'aju', 'hari', 'ini', 'aya', 'aya', 'wae', 'ramadhan', 'berkah'];1
64;['terima', 'kasih', 'buat', 'temen', 'basis', 'yg', 'sedia', 'luang', 'waktu', 'jadi', 'panitia', 'moga', 'allah', 'swt', 'senantiasa', 'beri', 'rezeki', 'yg', 'halal', 'berkah', 'kita', 'semua', 'aamiin'];1
65;['cocok', 'jadwal', 'telah', 'besok', 'uji', 'jam', 'minta', 'soal', 'mba', 'yuyun', 'ya', 'kata', 'beliau', 'alhamdulillah', 'allah', 'lega', 'ndak', 'perlu', 'reschedule', 'sudah', 'fix', 'keluar', 'lalu', 'salim', 'tangan', 'si', 'bapak', 'berterimakasih', 'banget', 'ini'];1
66;['lalu', 'beliau', 'bales', 'ngapain', 'takut', 'tinggal', 'ngomong', 'og', 'hngg', 'si', 'bapak', 'lalu', 'ku', 'kagum', 'saat', 'ini', 'beliau', 'ngga', 'jahat', 'yang', 'gambar', 'rangkai', 'tweetku', 'belum', 'beliau', 'butuh', 'ku', 'temenku', 'ngomong', 'beliau', 'mau', 'tau', 'masalah', 'tuh', 'apa'];1
67;['sd', 'smp', 'gue', 'dulu', 'kalau', 'yg', 'tahu', 'bawa', 'artikel', 'kait', 'pornografi', 'dijejerin', 'depan', 'kelas', 'ditendangin', 'tulang', 'kering', 'satu', 'satu', 'wali', 'kelas', 'gue', 'ngga', 'pernah', 'tahu'];1
68;['jg', 'rancang', 'skenario', 'surprise', 'buat', 'istri', 'jamin', 'istri', 'banget', 'aja', 'banget', 'kayak', 'cocok', 'jadi', 'tim', 'kreatif', 'acara', 'reality', 'show', 'ada', 'unsur', 'romantis', 'nya', 'misal', 'program', 'lamar', 'kata', 'cinta', 'kalau', 'kata', 'putus', 'gak', 'deh'];1
69;['masuk', 'artikel', 'cetak', 'media', 'waktu', 'itu', 'lupa', 'edisi', 'tahun', 'berapa', 'alhamdulillah', 'tulis', 'menang', 'lomba', 'rangka', 'hari', 'sehat', 'jiwa', 'dunia', 'waktu', 'kak'];1
70;['jiyeeee', 'jiyeee', 'jeng', 'dom', 'abis', 'menang', 'lawan', 'kei', 'langsung', 'sambut', 'hangat', 'girl', 'friend', 'kimlad', 'halaaah', 'sandiwara'];1
71;['bahagiain', 'orang', 'terus', 'kamu', 'kapan', 'bahagia', 'yu', 'ya', 'bahagia', 'cara', 'itu', 'asal', 'orang', 'bahagia', 'karena', 'saya', 'bahagia', 'malah', 'jadi', 'kali', 'lipat'];1
72;['rambut', 'aku', 'kering', 'ngembang', 'ikal', 'naturally', 'terus', 'makin', 'parah', 'tiap', 'hari', 'banget', 'pake', 'hair', 'dryer', 'jadi', 'kasi', 'aja', 'ken', 'treatment', 'akhir', 'keratin', 'dia', 'hasil', 'bikin', 'tekstur', 'rambut', 'bagus', 'rapih'];1
73;['ngak', 'ngerti', 'deh', 'gue', 'kok', 'bisa', 'nya', 'orang', 'dunia', 'yg', 'diri', 'ajah', 'tuh', 'udah', 'keren', 't', 'shirt', 'doang', 'gila', 'ngak', 'tu'];1
74;['nemuin', 'baca', 'yg', 'bikin', 'ngakak', 'tiap', 'paragraf', 'duh', 'suka', 'banget', 'gua', 'sama', 'tulis'];1
75;['ngga', 'lah', 'ahahahaha', 'iya', 'kalo', 'wiraswasta', 'susah', 'kadang', 'bagus', 'kadang', 'tiba', 'mati', 'makanya', 'hati', 'banget', 'tp', 'untung', 'orang', 'dan', 'utama', 'istri', 'gw', 'keren', 'sih', 'toko', 'gw', 'jual', 'duren', 'mau', 'lebaran', 'jadi', 'jual', 'kue', 'pent'];1
76;['inget', 'jaman', 'sd', 'kelas', 'an', 'tiap', 'pulang', 'sekolah', 'mampir', 'rumah', 'buat', 'main', 'nonton', 'meteor', 'garden', 'sama', 'mamah', 'ikut', 'mandi', 'sama', 'makan', 'juga', 'baru', 'pulang', 'kalo', 'udah', 'telepon', 'mamah', 'haha'];1
77;['nasip', 'w', 'adek', 'w', 'hampir', 'sama', 'sama', 'ga', 'niat', 'daftar', 'poltekkes', 'hampir', 'mau', 'cabut', 'pas', 'mau', 'tes', 'ngasal', 'isi', 'jawab', 'gada', 'harap', 'mau', 'masuk', 'situ', 'ujung', 'nya', 'terima', 'cmn', 'gue', 'jurus', 'sehat', 'lingkung', 'bidan'];1
78;['oldmoneygakngerasain', 'pas', 'istirahat', 'ga', 'jajan', 'cuma', 'ken', 'main', 'bekel', 'depan', 'kelas', 'main', 'benteng', 'lapang', 'haha', 'btw', 'i', 'miss', 'about', 'it'];1
79;['mayoritas', 'kakak', 'dateng', 'pulang', 'kerja', 'pakai', 'pakai', 'kerja', 'terus', 'bayang', 'gitu', 'tahun', 'aamiin', 'di', 'posisi', 'itu', 'nyata', 'udah', 'besar', 'itu'];1
80;['well', 'nyata', 'yg', 'punya', 'bal', 'nature', 'lumayan', 'awet', 'bau', 'td', 'sore', 'iseng', 'usap', 'tangan', 'trus', 'ditempelin', 'bantal', 'ku', 'tinggal', 'pergi', 'jam', 'jam', 'ehh', 'bau', 'ninggal', 'lumayan', 'alternatif', 'untuk', 'yg', 'sering', 'wahing', 'kena', 'farfumm'];1
81;['gw', 'dengerin', 'lagu', 'zayn', 'malik', 'dulu', 'gw', 'benci', 'banget', 'ma', 'doi', 'gara', 'keluar', 'd', 'dah', 'gitu', 'gaya', 'tengil', 'semenjak', 'rilis', 'lagu', 'pillow', 'talk', 'blh', 'wqwq', 'trus', 'lanjut', 'deh', 'skrg', 'suka', 'dengerin', 'lagu', 'nya', 'memang', 'terkadang', 'manusia', 'sering', 'jilat', 'ludah', 'sendiri'];1
82;['ku', 'tatap', 'wajah', 'pertama', 'temu', 'asa', 'getar', 'jiwa', 'kau', 'senyum', 'pada', 'i', 'u', 'armyselcaday'];1
83;['senyum', 'sendiri', 'baca', 'oldmoneygakngerasain', 'karna', 'emg', 'gw', 'ngalamain', 'yg', 'rata', 'twit', 'haha', 'kaya', 'suruh', 'beli', 'minyak', 'tanah', 'warung', 'terus', 'dirigenya', 'ditendang', 'pake', 'dengkul', 'kaki'];1
84;['kagum', 'sih', 'sama', 'dia', 'she', 's', 'younger', 'than', 'me', 'badan', 'kecil', 'kek', 'anak', 'smp', 'sekarang', 'mimpin', 'satu', 'cabang', 'besar', 'isi', 'orang', 'cabang', 'one', 'of', 'the', 'best', 'region', 'banten'];1
85;['dapet', 'driver', 'orang', 'batak', 'marga', 'tampubolon', 'nama', 'depan', 'sembunyi', 'umur', 'udah', 'deh', 'jalan', 'ngobrol', 'ketawa', 'serasa', 'ngobrol', 'sama', 'sepupu', 'sendiri', 'halak', 'hita', 'dang', 'adong', 'mati', 'mauliate', 'godang', 'lae', 'hu', 'horas'];1
86;['terima', 'kasih', 'udah', 'kerja', 'keras', 'kasih', 'army', 'musik', 'kualitas', 'musik', 'keren', 'musik', 'inspiratif', 'musik', 'sembuh', 'sehat', 'selalu', 'terus', 'karya', 'we', 'u', 'rm'];1
87;['abis', 'sahur', 'sembahyang', 'subuh', 'balek', 'tidur', 'lagi', 'bangun', 'jam', 'sampe', 'ruang', 'jam', 'kurang', 'menit', 'sptinya', 'harus', 'apresiasi', 'diri', 'sendiri', 'krn', 'dpet', 'mandi', 'seragam', 'pake', 'bedak', 'sm', 'gincu', 'jalan', 'dlm', 'waktu', 'menit'];1
89;['aku', 'hanya', 'cipta', 'tuhan', 'bukan', 'superhero', 'malaikat', 'aku', 'bisa', 'laku', 'apa', 'aku', 'laku', 'dek', 'aku', 'anak', 'nomor', 'tiga', 'murah', 'hati', 'aku', 'mohon', 'moga', 'kamu', 'cepat', 'tau', 'dek'];1
90;['empat', 'tahun', 'lalu', 'orang', 'hepi', 'terima', 'kerja', 'sekolah', 'lagi', 'gue', 'hepi', 'nama', 'gue', 'nongol', 'daftar', 'workshopcerpenkompas', 'tsygmc', 'foto'];1
91;['aku', 'hanya', 'cipta', 'tuhan', 'bukan', 'superhero', 'malaikat', 'aku', 'bisa', 'laku', 'apa', 'aku', 'laku', 'dek', 'aku', 'anak', 'nomor', 'tiga', 'murah', 'hati', 'aku', 'mohon', 'moga', 'kamu', 'cepat', 'tau', 'dek', 'menjauhdarijanji'];1
92;['makan', 'nasi', 'padang', 'senen', 'kemudian', 'nonton', 'live', 'music', 'taman', 'suropati', 'sampe', 'malem', 'ngobrol', 'ttg', 'semua', 'sampe', 'bisik', 'telinga', 'hehe', 'balik', 'naik', 'transj', 'ngobrol', 'lg', 'then', 'he', 'walk', 'me', 'home', 'literally', 'walk', 'and', 'talk', 'sayang', 'best', 'date', 'with', 'cowo', 'yg', 'kurang', 'tepat', 'hehe'];1
93;['waktu', 'tiga', 'puluh', 'pilih', 'sekitar', 'orang', 'daftar', 'gimana', 'ga', 'asa', 'bangga', 'workshop', 'kami', 'ajar', 'fajar', 'arcana', 'agus', 'noor', 'semo', 'gumira', 'ajidarma', 'workshopcerpenkompas', 'tsygmc', 'foto', 'masih'];1
94;['so', 'yeah', 'empat', 'tahun', 'akhir', 'bareng', 'terbit', 'buku', 'kumpul', 'cerpen', 'sendiri', 'judul', 'tsygmc', 'buku', 'terbit', 'format', 'fisik', 'e', 'book', 'workshopcerpenkompas'];1
95;['duh', 'sumpe', 'ngakak', 'hahaha', 'jaman', 'kalo', 'ngetweet', 'terus', 'liat', 'via', 'blekberi', 'lo', 'udah', 'masuk', 'kategori', 'anak', 'gaul', 'tingkat', 'international', 'duh', 'susah', 'sih', 'kalo', 'knalpot', 'kasi', 'nyawa', 'mah', 'jadi'];1
96;['terima', 'kasih', 'banget', 'pak', 'presiden', 'n', 'kabinet', 'dgn', 'hsl', 'kerja', 'yg', 'mulia', 'nkri', 'tdk', 'pandang', 'enteng', 'moga', 'ttp', 'jaga', 'n', 'jaga', 'warsan', 'tsb'];1
97;['kemarin', 'buku', 'tsygmc', 'sempat', 'di', 'twit', 'mas', 'agus', 'noor', 'tagar', 'bacabuku', 'nya', 'neng', 'gitu', 'liat', 'biarpun', 'gue', 'anak', 'murtad', 'dah', 'juta', 'tahun', 'lama', 'ga', 'nulis', 'fiksi', 'workshopcerpenkompas'];1
98;['bgsd', 'gue', 'ngakak', 'malem', 'nonton', 'ini', 'anjir', 'serius', 'qalqalahnya', 'mantep', 'banget', 'astagaaaaaa', 'receh', 'banget', 'guaaaa', 'via'];1
99;['bun', 'aku', 'bantuin', 'nempatin', 'es', 'buah', 'ya', 'tumben', 'banget', 'ah', 'kamu', 'mo', 'ngisi', 'paling', 'banyak', 'gelas', 'kamu', 'kan', 'ehee', 'bunda', 'tau', 'aja'];1
